Generator,get_size,density,average_clustering,degree_assortativity_coefficient,parameters
watts_strogatz_graph,1000,0.4004004004004004,0.5141494992839557,0.0015971924873293,"[1000, 400, 0.2]"
watts_strogatz_graph,1000,0.4004004004004004,0.4590296565194555,-0.0028760724039771,"[1000, 400, 0.30000000000000004]"
watts_strogatz_graph,1000,0.4004004004004004,0.4269267664065632,0.0001143171625498,"[1000, 400, 0.4]"
watts_strogatz_graph,1000,0.4004004004004004,0.4099276564949928,-0.0023459257757442,"[1000, 400, 0.5]"
watts_strogatz_graph,1000,0.4004004004004004,0.4026511026318186,-0.003452981339643,"[1000, 400, 0.6000000000000001]"
watts_strogatz_graph,1000,0.4004004004004004,0.4003050458654672,-0.0048128042812328,"[1000, 400, 0.7000000000000001]"
watts_strogatz_graph,1000,0.4004004004004004,0.4004406595115121,-0.0026739451752434,"[1000, 400, 0.8]"
watts_strogatz_graph,1000,0.5005005005005005,0.6325097240410109,-0.0006924462725869,"[1000, 500, 0.1]"
watts_strogatz_graph,1000,0.5005005005005005,0.5665836262014222,-0.0008339859280558,"[1000, 500, 0.2]"
watts_strogatz_graph,1000,0.5005005005005005,0.5300817633819214,-0.0018349727336536,"[1000, 500, 0.30000000000000004]"
watts_strogatz_graph,1000,0.5005005005005005,0.5117456535966499,-0.0016156337398022,"[1000, 500, 0.4]"
watts_strogatz_graph,1000,0.5005005005005005,0.5037904955736898,-0.0015619197622244,"[1000, 500, 0.5]"
watts_strogatz_graph,1000,0.5005005005005005,0.5009528604740401,-0.0025868477113674,"[1000, 500, 0.6000000000000001]"
watts_strogatz_graph,1000,0.5005005005005005,0.5007572095544534,-0.0005659142779085,"[1000, 500, 0.7000000000000001]"
watts_strogatz_graph,1000,0.5005005005005005,0.5013973456926111,-0.0028816472090578,"[1000, 500, 0.8]"
watts_strogatz_graph,1000,0.6006006006006006,0.668774617889887,-3.931638110728556e-05,"[1000, 600, 0.1]"
watts_strogatz_graph,1000,0.6006006006006006,0.6294733306966163,-0.0012572419105529,"[1000, 600, 0.2]"
watts_strogatz_graph,1000,0.6006006006006006,0.6118903235733785,-0.0011904398287623,"[1000, 600, 0.30000000000000004]"
watts_strogatz_graph,1000,0.6006006006006006,0.6041539077561012,-0.003144499692603,"[1000, 600, 0.4]"
watts_strogatz_graph,1000,0.6006006006006006,0.6012964146134598,-0.0037126255142387,"[1000, 600, 0.5]"
watts_strogatz_graph,1000,0.6006006006006006,0.6008322407845805,-0.0038218749815738,"[1000, 600, 0.6000000000000001]"
watts_strogatz_graph,1000,0.6006006006006006,0.6016620284058019,-0.0017290272362033,"[1000, 600, 0.7000000000000001]"
watts_strogatz_graph,1000,0.6006006006006006,0.6030925636699788,-0.0021566758899954,"[1000, 600, 0.8]"
watts_strogatz_graph,1000,0.7007007007007007,0.7202584933992241,-0.0017554984858118,"[1000, 700, 0.1]"
watts_strogatz_graph,1000,0.7007007007007007,0.7077238317099473,-0.0020672368087378,"[1000, 700, 0.2]"
watts_strogatz_graph,1000,0.7007007007007007,0.7030666157167311,-0.0029764234375721,"[1000, 700, 0.30000000000000004]"
watts_strogatz_graph,1000,0.7007007007007007,0.7013353085965434,-2.4372580806279946e-05,"[1000, 700, 0.4]"
watts_strogatz_graph,1000,0.7007007007007007,0.7009467542806255,-0.0018493035754501,"[1000, 700, 0.5]"
watts_strogatz_graph,1000,0.7007007007007007,0.7015033604787139,-0.0028548882794201,"[1000, 700, 0.6000000000000001]"
watts_strogatz_graph,1000,0.7007007007007007,0.7027858639162705,-0.0013817868910167,"[1000, 700, 0.7000000000000001]"
watts_strogatz_graph,1000,0.7007007007007007,0.7045611848583841,-0.0039370071412148,"[1000, 700, 0.8]"
watts_strogatz_graph,1000,0.8008008008008008,0.8037018602071868,-0.0006991970740875,"[1000, 800, 0.1]"
watts_strogatz_graph,1000,0.8008008008008008,0.8017550630784211,-0.0020726556690612,"[1000, 800, 0.2]"
watts_strogatz_graph,1000,0.8008008008008008,0.8011302000248128,-0.0011570459696048,"[1000, 800, 0.30000000000000004]"
watts_strogatz_graph,1000,0.8008008008008008,0.8009701483028192,-0.0025517221278943,"[1000, 800, 0.4]"
watts_strogatz_graph,1000,0.8008008008008008,0.8010376804635101,-0.0020881487992918,"[1000, 800, 0.5]"
watts_strogatz_graph,1000,0.8008008008008008,0.8011278657917018,-0.0027224606615899,"[1000, 800, 0.6000000000000001]"
watts_strogatz_graph,1000,0.8008008008008008,0.8012307993819432,-0.0016033289973708,"[1000, 800, 0.7000000000000001]"
watts_strogatz_graph,1000,0.8008008008008008,0.8011394406890604,-0.0015903267950763,"[1000, 800, 0.8]"
my_caveman,1000,1.0,1.0,,"[1000, 1]"
my_caveman,1000,0.4994994994994995,1.0,,"[1000, 2]"
my_caveman,1000,0.1991991991991992,1.0,,"[1000, 5]"
my_caveman,1000,0.0990990990990991,1.0,,"[1000, 10]"
